sentiment,review_cleaned
negative,watching showtime got impression producers got idea put robert deniro eddie murphy sake film costarred two them cant think reason justify films existence amusing spots certainly is concept completely ludicrous laughs somewhat mutedbr br the thing really got eddie murphys character cant seem wrap mind around concept someone police officer strictly day job working person new york state crime victims board deal kinds cops ran gamut really dedicated real slugs cant think one thought something get career going area far afield mean really see eddie murphy anyone else going rigors real police academy screen version get day jobbr br anyway deniro basic hard working detective whos trail major gun dealer hes undercover murphy part backup showboating murphy do calls reality based tv series like cops film action br br so deniros bust gets blown sky high producer show gets good footage murphy deniro decides new reality based television series unwilling partners get joined try continue working deniros case tv cameras aroundbr br eddie murphys funny guy loved beverly hills cop doctor doolittle movies hes done better things showtime robert deniro certainly has br br i guess murphy wanted chance work deniro deniro must gotten one hefty paycheck film
negative,rebecca de mornay fascinating beautiful actress parts given playif cannot say something nicebr br de mornay portrays woman terrible traumas child father hardly stand grown become of course brilliant shrinkshe affair banderas whom suspect ouchhow original serial killersometimes recalls banderass motherinlaw tippi hedrens character marnie but count ithitchcock died twentyfour years ago and lot regents desperately try replace here director pulls stops make thriller unexpected endbut ending farfetched absolutely impossible buy itthe movie includes obligatory conversations serial killer silence lamb traditionmurders human beings catssplit personalityand open ending case crowds call moreapparently notand right
positive,pixote lei mais fraco deals perhaps greatest brazilian themes poverty along poverty unnatural feelings actions brings prostitution violence crime rape murderbr br brazil country paradoxes social problems present everywhere difference rich poor beautiful ugly happiness profound human decaybr br pixote one films dare touch open painful wounds without slightest glimmer hope honest portrayal country that like pixote himself already lost
positive,toplines ok comedy aging father c aubrey smith decides gather grown children around world davies working chorus girl new york gets news daddy wants her hmmmm sounds familiar davies considerable talents comedienne save otherwise soso comedy upsets staid british countryside brazen american personality sharp davies comedies still worth look ray milland plays longlost brother doris lloyd elizabeth murray halliwell hobbes fun too
positive,worth boning hindu pantheon watching film three main female deities wise sita nurturing lakshmi kali transformer well three main male deities grave rama playful krishna shiva ender alluded to knowing folklore surely every indian member audience lends richness telling presentday story fact one folktale enacted first stage part lesson spirituality movies real life fire speaks misogyny homophobia society producers native beauty weaves message multiple levels viewers awareness making deeply satisfying presentation finest film ive seen past ten years highly recommended
positive,superb selfcontained work unconnected anything after brat pack crooning club exclusivity biscuits choice lawfree world make alluring ambiance film packed guys distinctive actors add distinction work winning performances dialogue joy fact new vernacular one films watched repeatedly deepening appreciationbr br highpoints include billy idols british loutishness ben londons vulturine brassware kyles squirmishness survey ad hoc philosophies
negative,watched three segments disappointed story line zahn spends much time mimicking duvall nothing else show tommy lee jones would never weak young man unlikeable yes weak never never see go back lonesome dovewhich dirt hole originalwhy would ever leave austin herosfor nothing whole moviei rooting blue duck end movie totally miscast warning many segments areit ends miniseries could somebodytragic looked like directed parrot jag
negative,emotionally insecure tom russo asbestos felt reads secret diary sexy wife leeza courtney lercara dismayed discover love life apparently sleeping every bloke meets shocking revelation sends poor tom rocker proceeds wreak bloody revenge men believes rogering old ladybr br in experience really really bad films often much fun really good ones film featuring decapitation macheteenhanced ceiling fan ever considered completely worthless even though killing spree occasionally manages entertain inventiveness cheap cheerful gore found terrible direction awful production values ugly cinematography muffled sound dreadful lighting mind numbingly tedious daft narrative which includes really dumb plot twist telegraphed beginning plus pointless zombie finale nasty synthesizer score inane dialogue thoroughly amateurish acting served make effort writerdirector tom ritter virtually joyless experience
positive,film like much music either underrated unnoticed casual observer terrific and many ways ahead timebr br the images funny disturbing least engaging br br the music amazing br br this candy pop sound unfortunately associated with sound band exploration revoltbr br head alone put monkees rock roll hall fame br br can anyone tell guys there
negative,kol space prisoner space death row manages hijack space shuttle escape woods america he along new found friend try escape alienator female cyborg killing machine made one year best movie fred olen rays career hollywood chainsaw hookers one cant help feel like bit letdown lowbudget earlier film nearly fun it none actors really stood me film alright undiscriminating viewer rainy saturday afternoon thats pretty much good forbr br my grade d br br where saw it showtime thriller
negative,stories bad get made thats question statementbr br here problems filmbr br much story development predictable boring emotions ran pretty much flat line throughout really much draw viewer filmbr br characters decidedly uncharismatic one loon another confusing third pretty damned boring absolutely zero reason drawn people even though knew happen kept hoping would run someone else someone interestingbr br physical environment uncomfortable me trailer desert desert place people would prefer visit three people end desertbr br desert writer really expect believe last three people earth would manage find within span weeks desertbr br really necessary ms ryan two scenes required swimsuit hey looks great pretty gratuitousbr br okay thought bad give trying objective possible even though found alan annoying say david arnott credible job portraying neurotic nerd the character reminded albert brooks annoying roles jeri ryan tried something sarah written well okay supposed confused dysfunctional woman why add story mood swings left feeling like jerked hard one way another anotherbr br i often walk films one contemplating several times stiff predictable boring proceed riskbr br my cents
negative,fight scenes great loved old newer cylons painted ones side ending hated disappointed earth k years back travel way start over kidding me k people fought existence get paradise abandon technology way sure eating paper rationing food over live like humans again one good doctor going someone tooth ache never mind giving birth yea right one would made choice
negative,ill honest reason rented movie huge fan kyle chandlers most notably early edition since usually plays good guy wanted see different role out curiosity plot also drew in wannabe hitman tony greco aka mr chandler must kill person random trusted life or rather death witness testify someone the family movies nothing like expected sick hated end if saw it know why many unnecessary parts basically filthy made little sense yes mob movie yes guns go boom theres movie that film acted time go detail deal understand it acting really made it james belushi pretty amusing the rose sheryl lee made angel seem believable could get surprised most kyle chandler equally convincing anxious newcomer the family script justice actors
positive,director paul verhoevens american vehicles varied quality films made native country indisputable masterworks story alcoholic and bisexual writer moves beautiful rich strange woman lady know interested meeting womans handsome male lover meantime writer plagued strange visions first look like hallucinations triggered alcohol abuse soon begins realize actually experiencing kind premonitions fascinating hitchcockian thriller original provocative love films make think something realize something completely different one movies thriller first half quasireligious surrealist saga second half erotic original blasphemous kids people go church every sunday great cinematography future director jan de bont highly reommended
positive,plotwise rather silly little whodunnit masquerading period dramabiopicbr br however reason wanted see first place curious great henry fonda really like peak disappointed produces truly warm charismatic performancebr br in addition honestly say never really bored stage film strong
negative,worst movie seen while yeah fun fantasize looking for suggest see brewsters millions terrible corny terrible corny unless five like terrible movies see one
negative,thought movie might good spoof least good independent comedy like friday instead like something someone high school would make parents camcorder low budget makes film bad many great films made low budget simply bad movie even bad enough good camp case point first ten minutes movie nothing happens except main characters sit room smoking dope put makeup answer phone call keep waiting something get story moving never comes sound bad turn tv way almost make saying which interesting anyways pay rent movie usually suffer even bad could sit minutes looks like person felt way rewind tape left place did reason gave score rating system negative numbers
positive,bill paxton taken true story us golf open made film much extraordinary game golf film also deals directly class tensions early twentieth century touches upon profound anticatholic prejudices british american establishments heart film perennial favourite triumph oddsbr br the acting exemplary throughout stephen dillane excellent usual revelation movie shia laboeuf delivers disciplined dignified highly sympathetic performance working class francoirish kid fighting way prejudices new england wasp establishment familiar slapstick performances even stevens demonstration maturity delightful surprise josh flitter ten year old caddy threatens steal every scene appearsbr br a old fashioned movie best sense word fine acting clear directing great story grips end final scene affectionate nod casablanca one many pleasures fill great movie
negative,possibility worst disappointing film ever seen ive spent four years two universities know must good film made experience it acting god awful plot nonexistentbr br here incidents one year halls residencebr br posh lad unknowingly got transvestite best friend pairing two girls one huge breasts nickname the brick couple shag loudly lad gets girls lad northern ireland difficult understand mcdonalds bed curry every night week student bashing couple mates ended hospital discarded joint started fire flood lad wakes floor find every item furniture taken roombr br and come list minutes real life im sure couple script writers better lot betterbr br and film named sleeper song britpop soundtrack
negative,directed albert pyun inimitably awful strangely hypnotic style crazy six yet another jewel crown decades upscale hugo haas jess franco stylish overdirection incoherent plotting timeouts middle action sequences eurodisco torch song performances seem signifying traits man pyun interesting always gets topnotch bmovie casts compared wynorski video directors icet rob lowe mario van peebles strange burt reynolds aint bad cast though often look bit confused check postmortem mean guns omega doom topnotch pyun mayhem
negative,reading several good reviews well hearing nice things word mouth decided rent come undone must say rather disappointed story hard follow film set series flashbacks present recent past poorly executed characters despite actors best efforts flat uninteresting sex nudity explicit need be ive never seen film seemed unnecessary plot ending anticlimatic leaves many unanswered questions story line explained well begin with opinion waste time
positive,really like movies opening col ted masters realizes fighter radar four enemy aircraft approaching oclock good news movie mention beginning colonel along wingman fighter lieutenant trying freedom navigation exercise along eastern meditteranean sea went little past restricted air space zone reserved rogue middle eastern nation accidentially fly past itbr br i also like intercutting colonels fighter radar readouts computer displays enemy aircraft aggressively picks two american fighter pilots engagement violating airspace first dogfight immediately reminds famous fighter pilot movie top gun waxing enemy bandits enemy aircrafts thirtymilimeter rounds struck colonels jet engines forcing plane down forcing eject reminds us one thingdogfight fighter techniques keep alivebut one false move cause shot downbr br the problem movie snake sequence scene little bit long yes movies opening great see conflictwhich dogfight engagement one boy tells doug masters father shot cessna planes landed snake race forces us back time conflict already started guess snake sequence middle interrupted little bit col masters dragged handcuffs middle bilyad desert way detention centerwhile music sequence snake continues film itif were conflicts details would smoother point still good otherwisebr br when word found col ted masters trial high treason violating territorial air sovereignty condemned hung gallows three days doug masters decides go action air force futile attempts save man doug decides pull friends col sinclair played louis gossett jr plan rescue masters risking high chance facing court martial spending year military stockade goes air force policy makes plan rescue masters without consent us governmentbr br doug friends sneak several classified areas base get plenty stuff area masters held upcoming hanging surrounding area around bilyad which turns fake middle eastern country movie one plan included shooting firecrackers outside air force darkroom area diversion get classified photos maintenance stuff fighter aircraft fighter base intelligence military stuff around bilyad br br when said done sinclair studied intelligence almost rebuffed plan doug way cocky get two f planes tried dry run across firing range realized going overseas realized dougs fighter shooting bomb dropping good hears rock music remember dropped one mach bomb horizontal target bomb missed feeti realized doug unusual likes music fires fighter ammunitionbr br the last part conflict final dogfight action iron eagle better top guns climax hostile dogfight sequences liked way final conflict unfolded especially doug masters faces middleeastern ace fighter pilot actually ran trial ted masters short sweet doug took enemy fighter second try sidewinder missile looks like bilyad colonel akin darth vader star warsin air evil seen star wars darth vader actually anakin skywalker ace pilot space unusual connotation still works
positive,second part actually episode hit danish tvseries slightly inferior first one plenty laughs scares well time udo kier plays two parts monster baby demonlike father standout parts time sren pilmarks doctor krogshoj must face horrible revenge dr helmer again patient mrs drusse tries solve mysteries miss marplestyle ends cliffhanger following deaths lead actors ernst hugo jregrd dr helmer kirsten rolffes mrs drusse wonder theyre ever going able making part iii hope von trier give shot sadly morten rotne leffers downs syndrome dishwasher died shortly after well look stellan skarsgrd cameo
negative,br br according reviewers year players yearold college kids enter grad school jolly jokebr br synthesizer keyboard invented yet bandstand ford pony car invented yet playing oldies music synthesizer appeared model mid s pony car best mid sbr br yearold college kids josh brolin seen birthdays madefortv movie producedbr br the plot predictable viewers plenty spare time think errors appearing upon tvs
negative,knew long minutes opening voice mispronounced word scarecrow it sounded like scare crew sure enough minutes later witnessing beyond horrid acting tedious drama scarecrows punches going nowhere near intended target hitting anyway ken shamrock acting stupid illogical ending ive seen life ok no take last one back week making that openly weeped go lacuna la jim carrey erase completely mind thoughts might director brian katkin might made ok film given right circumstances watching slaughter studios totally completely gone mind nowbr br my grade f br br eye candy tara platt lisa robert get topless br br where saw it starz demand available september nd
negative,every boy eventually learns lesson girl goodlooking mean good well lemme tell you age lesson learned hard tell whats worse kathy irelands acting skills ultrahighpitched voice one sounds like screeching mouse helium scratching tiny little claws blackboard incomprehensible plot set outer space dwarves want kathy irelands bones obscure reason movie wrong many levels ever candidate mystery science theater revival would it
negative,loved original caligula even flaws say remake trailer abysmalbr br listening jovovich say lazy american accent mmm cuhligyooluh makes feel sick set look roman all looks like rich actors hollywood mansion backyard roman costumes look like cheap crap buy suburban costume shopbr br that charming adriana asti looks like fifty year old hispanic woman totally terrified mind knowing movie trailerbr br the acting got worst ive ever seen lines hear random actors screaming caligulaaaaaaaaaaaaaaaaa loudly obnoxiously annoyingly canbr br the random sex scenes also filled good trailer scenes notable actorsactresses like gerard butler who graces screen shadows three half seconds anything looking uncomfortable going allout top minimal lines dragging ridiculousness deliverybr br courtney loves part consists looking like usual dumpy crackwhore self leaning door mumbling moon something cant tell either drunk high mumbling idioticallybr br karen black annoying randomly laughing screaming way irritates youbr br helen mirren original return caligula consists of caaaaaaaaaaaaaaaaaaaaaaligulaaaaaaaaaaaaaaaaaaaaaaa particularly love and love mean hate ennias line caligola j maki something incoherent something sounds like jnalo also insanely arrogant say caligulas four year reign greater jesuss birth deathbr br honestly got worst exploitative selfindulgently arrogant piece crap labeled art ive ever seen even gore vidal hated original caligula shown given name crappile matter much paid unless billion trillion yen worst trailer ever
positive,movie really special beautiful movie starts three orphans sho brother shinji friend toshi theyre poor childrens living street one day succeeded steal bag full money able live on buy house life seems become much better theyre making new friend lifefriends something went wrong theyre becoming enemies ends killing otherbr br i negative movie beginning singers gackt solo exsinger malice mizer hyde solo singer larcenciel famous japan wang leehom taiwanese singer trying become actors like singersgoingactorsmovies theyre great job earlier experience movies except leehom two movies beforebr br this absolutely one favorite movies maybe thats little im big fan hyde movie made discover himbr br well gackt playing main character orphan sho part group wrote script insisted hyde play shos friend vampire kei time know other least like friends movie became really good friend shows us really worked hard movie good cooperationbr br the movie many different feelings running trough story love hate sadness pain loneliness happiness on think first hour best beautiful people dying keis leaving changes much still great movie movie ever made cry ends sad still beautifulbr br so seen movie really should wonderful sad regret it
negative,meek mild edward g robinson as wilbert winkle decides quit bank job wants open fixit repair shop behind house mr robinson married childless befriended local orphanage resident ted donaldson as barry young donaldson eager workshop assistant sees robinson father figure robinsons nagging wife ruth warwick as amy unhappy robinsons job choice conspires return matters idea normalcy lives disrupted robinson draftedbr br the war also disrupts might interesting story robinsons character struggles domineering unsympathetic wife possibly filmmakers showing war save marriages positively redirect lives robinson donaldson likable team robert mitchum inauspicious bit part ending trick played ms warwick donaldson predictably staged
negative,relate film failed engage either intellectually emotionally aesthetically dialogue dense uninvolving connect hence care characters im finding hard find much thats positive say itbr br ive read understand properly one needs familiar obscure aspects catholic theology ill admit that atheist probably unfamiliar many finer details catholicism also seen many films dealing religious issues touched themes still universal human condition rely specialised knowledge beliefs
negative,never expect film adaptation follow closely novel especially beloved one like evening saw books author susan minot screenplay writer executive producer film thought evening would good adaptationbr br if enjoyed book bother movie far afield book two hardly bear resemblance one anotherbr br here characters completely different bride love harris harris son housekeeper buddy drunk love ann andor harris think single character made book screen oh gets worst every passing momentbr br and really learn bridges madison county cutting story meant enthralled in scenes heroes grown children obnoxious juvenile fights simply work film film disaster skip it
negative,tatty dram adaptation scrambles soulessly plot dickens wonderful book replacing emotional impact hurried transitions exterior locations drawings fault actors production team budget low course question point making first place theres neither time money justice michael horderns scrooge far gentle outset making transformation lack power helped along lack reaction watches visions actors range acceptable clive merrison paul copley noncommittal bernard lee seeming like theyre forget lines john le mesurier even score points effort honest
negative,ram gopal verma proved innovative competent director done remakereworking godfather sarkar succeeded tremendously ditto lolita made nishaabdbr br sholay movie repeatedly says inspired most unfortunately managed make disappointing ultimately boring remakebr br the acting ranged decent good amitabh bachchan suitably menacing villain babbanbr br the songs awful forgettable mehbooba mehbooba song came second rate music videobr br the worst part pacing dialogues forgettablebr br watching movie theatre found waiting intermission ending viewers wise wait seen leaving throughout duration film ultimately one worst movies made ram gopal verma
positive,movie took surprise opening credit sequence features nicely done animation that were plunged semicheesy production betraying low budget characters typical american teens introduced slowly personal detail usually found movies like this time shlitz hits fan know one characters either like hate according distinct personalities slow uphill setup kind like ride slope really tall roller coaster thankfully action kicks in full blown old school horror steve johnsons makeup effects awesome equal quality much bigger budgeted films scares jolting kevin tenney delivers best movie ever heartstopping surprises creepy suspenseful setups tongueincheek sometimes cheesy humor marks film pure s horror opposed sullen tone earlier genre fare like night living dead hills eyes true horror fans one worth checking out play first entry double bill remake house haunted hill setup character dynamics similar really wonder film actually remaking
positive,really long time since last time somebody created movie like on called b movie maybe great movie fun watch classic bruce cambell good parts funny ones disgusting ones even artistic ones br br spoiler aheadbr br br br the part wife dummyrobotavenger die know you made feel weird sad disgusted good way compare scene scene form fly dog monster dies makes think oh godbr br br br no spoilers br br if bruce cambell fan definitely wanna movie collection generally interested movies might wanna think movies target make smile gross outdont worry bad though make good time buddies attention said buddies possible future girlfriend
negative,okay really bit disappointing expected laughs considering storyline lead actor bill murray lot funnier turned be part made really laugh murray lost control semi speeding road weird angle you see it appreciate itbr br the supporting cast anything likable people look sampling names matthew mcconaughey janeane garofalo linda fiorentino yecch mcconaugheys role tip tucker downright annoying worst br br other people movie charming moments overall recommended another disney flop
positive,renee zellweger betty kansas waitress wants nurse infatuated soap opera actor greg kinnear married del cheating stupid male chauvinist whos trying sell stolen drugs unfortunately him gets brutally bloodily murdered instead betty secretly watches leaves unhinged believing kinnear really character plays dr david ravell rn exfiance heads la find lost love knowing stolen drugs trunk pursuing charlie wesley morgan freeman chris rock respectively hit men inadvertently killed del found drugs hidden pursue across country charlie gradually falls love image herbr br and la things get totally bizarre one realizes betty delusional alternately funny touching movie almost perfect stop reading commentaries go see it
positive,magicians wonderful ride start finish thanks large part magic generated stars alan arkin fantastic one best roles decades like really fine film journey theme redemption results dreaming cant believe film difficult find id buy dvd heartbeat yet find outlet
positive,wow film huge impact me moved me amazing story girl cambodia sold sex trade stop thinking fate little girl named holly setting film realistic film eye opener imagine anyone walking away wanting help make change horrifying problem exsistsbr br the content film moving one best films seen year thebr br girl plays holly fantastic job character ron livinston gives fantastic performance film moved tears tells important message needs heard worldwide everyone go see film think film make difference loved it
negative,step something bad smell coming daybreak god behind everything god got scifi god answer cant think sensible explanation something fact exactly problem series finale obviously think sensible explanations multitude big questions raised throughout series kara thrace come back dead brand new viper old viper charred body ended earth baltar imaginary head imaginary baltar head etc explain angels explain allbr br the plot last episodes holes big enough fly basestar through example galactica crew go suicide mission rescue one girl hera particularly adama said way hed attempt rescue found location cylon base thats good reason sacrifice crews lives anders know location point flashbacks major characters lives war like forgot earlier threw something last momentbr br the people wrote last two episodes could writers created far sensational series feels like script writing take evangelical christians mission spread the word forget trying tie loose ends plot important message writers wanted get across is put faith technology lead destruction god ultimate salvation tough luck illness needs medical treatmentbr br imagine final movie star wars series tell force instead jedi actually gets power jesus fly spaceships nearest star go live forest ewoks would good ending frakken wouldnt
negative,picked film buck national wholesale liquidators watching it feel like got rippedoffbr br i know ive seen worse film this honestly would never write negative review film enormous respect subject matter is stephen foster musicbr br first it musical biography yeah lots tunes foster interspersed pseudobroadwayjerome kerntype numbers reek mississippi delta mean somebody got paid write drivel secondly real story foster fascinating one even come close it thirdly great ray middleton get film pictures small boys communists waste great talentbr br so friends foster truth good entertainment afraid very very afraid
negative,cant believe actually watched guess wanted know movie would get unintentionally funnier funnier towards end did climax poorest performance ever given defence lawyer real life even fictional story far weird way anyone planet behave front court like did probably worst prosecutor earth court anyway nothing absolutely nothing prove guilty simple search house would resulted find rings go preferred say objection times whole trial it blonde lunatic given truthdrug prove innocent brett lunatic almost altar brett home could proved sick obsession go court scene felt silent urge take needlepoint hand bang several times head even real weirdos look silly fake i innocent like did movie tell us never marry woman life insurance soon falls stairs husband thrown jail guilty not evil evil men
positive,show sheer entertainment try greek drama certainly contains elements one plot twists immensely engaging fun las vegas perfect setting show certainly never lack material work with anything everything happen there actors show extremely personable really want see week show also funny humor arises characters situations thrown gratuitously wellcrafted show regard certainly makes look forward friday nights im glad first two seasons dvd
negative,kissing bandit third final film frank sinatra kathryn grayson costarred mgm with first two anchors aweigh happened brooklyn sinatra wooed lost grayson guess third times charmbr br for romance maybe definitely screen image sinatra fortys films plays nice little schnook time toreador pants poaching tyrone powers territory laid mark zorro sinatra plays son man hotel owner day kissing bandit night hes gone left california education come back ready take dads place hotel business only learn hotel business bostonbr br of course dads former gang members grown little old paunchy led j carrol naish want lead gang again franks cut outlaw life make good impression governors daughter kathryn graysonbr br somebody must sinatra mgm cast bad reviews got miracle bells franks part suitable red skelton since musical guess brain trust mgm figured kathryn grayson singing costarbr br in fact best number film her love find it also ricardo montalban ann miller cyd charisse dance specialty nice franks songs nice nothing spectacularbr br in later years sinatra would wince mention kissing bandit good reason
positive,losers gave negative reviewits probably sex yearsor ltr one girl years guess going cheat player like show approach somewhereoff course male good guys going hate hate show one chick thinks show meant mock guys actually show clueless man pick womanwhat guys way better man doingnot approaching allfor anybody open mind recommend read book the game neil straussit deals similar theme show
negative,possible man called sledge might done irreparable damage cutting room floor maybe someone demand directors cut one day seriously doubt itbr br james garner decided cash spaghetti western market brought whole lot americans fill cast out folks like dennis weaver claude akins john marley course vic morrow wrote directed filmbr br garner always gets cast likable rogues hes darn good playing them played serious done well films like childrens hour hour gun broken away usual stereotyped part successfully man called sledge cant counted one successesbr br hes got title role luther sledge notorious outlaw big price head partner tony young gets killed saloon garner takes appropriate eastwood style measures hes followed saloon john marleybr br marleys spent time nearby territorial prison seems though gold shipments put lock key rest stop folks transporting stuff regular run garner gets gang together heistbr br heres movie goes totally wall usually heist films show protagonists going lot methodical planning certainly case war wagon reviewer cited one garner decides break prison prisoner fake us marshal dennis weaver cause jailbreak time gold robbed br br that much swallow taking gold easy done long time before say like blood guts italian westerns prison break theres enough three moviesbr br thats whole thing course outlaws fall another gore fest film ends time whole film lost lot coherencybr br the great movie singer thirties allan jones listed credits life cant find film maybe chorus donkey serenade might made betterbr br couldnt hurt any
negative,the italian job caper movie done numbers riding back every caper cliche rises particular heights movie footnote end monthbr br the biggest problem the italian job possesses imagination all ive seen done better then acting fine cinematography completely acceptable film breaks absolutely new groundbr br lets tick clichesbr br oldschool criminal father figure protegebr br another gang member jealous protegebr br doublecrossbr br bad guys use guns goodguy criminals tobr br good criminals always outwit bad guysbr br and thats first fifteen minutes everything predictable even heist car chase scenes supposedly highlight movie seem pretty ordinary especially true since appeared trailers film already knew look forbr br for me caper film works element realism maybe maybe could pulled without relying deux ex machina just because moments parts the italian job throws window computers things computers cant do good guys hitting anyone driving especially going stairs one single police car responding street explosions recklessly driven minis even low flying helicopter must heck city things rate responsebr br the acting passable crew seth green jason stratham mos def least fun watch mark wahlberg smarmy nice guy hero charlize theron actor called display kind range donald sutherland class act always shows wahlbergs deficiencies every moment togetherbr br overall pretty uninteresting film given imdb ratings girls really love film understand extent better caper films even vapidness recent oceans eleven outshines nonevent the italian jobbr br spoilerbr br at conclusion take moment think going happen nortons character meant cheering good guys causing demise especially since would appear long painful deserve that simpering creep wasbr br end spoiler
positive,superb acting wonderful sets clothes music story itselfbr br i amazed reviews movie certainly one best sbr br its also wonderful movie see tandem great random harvest much opening crisis br br middle aged unknown english wwi officer hospital toward close war suffering shell shock complete amnesia without idea name origin anywhere belongs proves wealthy established man recovers remember years war br br but movies resemblances endbr br my warmest thanks participated movie particularly actors ian holm alan bates ann margret what great surprising casting choice glenda jackson julie christiebr br this one stays forever
positive,rod serling was course genius wonderful playful creative mind left something period lived examples television state development shows now rather housewife sluts ala eva longoria terri hatcher pitiful stabs humor witty banter litter hightech screensbr br jack elam edged episode acting precision usual craziness cant help think rod serling tailoring long ago weeks show around elam even though ancillary flow story episode ends twist usual shock humor mixed especially serlingesque dexteritybr br rex lewis field
negative,movie good thought would be story whatsoever characters dialog would nice gore effects good gets quite bloody times nothing top starts autopsy man scene girl starts music classic score fits movie well made minutes version could time character development feel sorry person autopsy table info morticians would made movie far scarier is expect scary movie nice gory special effects reel
positive,watched starred josie lawrence knewbr br from whose line anyway wacky british improvisationalbr br comedy show pleasantly surprised heartwarming magical gem uplifting touching andbr br romantic without sappy sentimental characters arebr br all real people real foibles fears needs see it
negative,movie succeeds one unique movies seen however comes fact cant make heads tails mess almost seems series challenges set determine whether willing walk movie give money paid want feel slighted sit horrible film develop real sense pity actors involved theyve seen better days realize actually got paid quite bit money lose pity like already done film cant go enough horrible movie almost something ed wood would made case surely would masterpiecebr br to start forced sit opening dialogue likes never seenheard thing got five minutes long top narrated suggest viewer cannot read meet mr slater barrage terrible lines gets underway operating solely get lines movie poster tag line soon meet stephen dorff typically enjoy best drown ultimately does comes ultimate insult tara reid playing intelligent role oh help us tara reid talented actress somehow continually gets roles movies opinion though stick movies american pie type br br all may want see comes video know got kick it mean lets honest here sometimes comforting revel shortcomings others
positive,movie visually graceful interesting mainly plot film depicts zigzag progress exploring main actors innermost feeling max lived new york two years intend marry girl met there comes back paris unexpectedly meets exgirlfriend still fancies much finally finds one loves fact best friend nonlinear narration thus many flashbacks every part articulated quite well three women max met symbolize something must pursue although possibly clear picture underlying motivations fiancee one needs rather one loves thus completely loyalty see gives also love stability true love also cannot found relation exgirlfriend merely fantasy escape many things romantic done almost nothing seems amenable one really animates maxs life fact best friend equilibrium achieved end identical initial equilibrium max understand much innermost feeling nonlinear structure makes progress searching look complicated equally ingenious pulp fiction things seem much natural the apartment max character undergoes transformation fact interesting also description romane bohringer good cinematography also makes monica bellucci look beautiful good commentary todays love undoubtedly film worth seeing br br
negative,spoilers aheadbr br this one worst movies ever made simple one redeeming quality movie first minutes quite tricky actually lead believe film shocking edge seat instead spend minutes punching watching stolen poorly made scenes run without organization lake ridiculous looked like aquarium plant different parts lake bed characters show advanced teleportation powers example alex thomas falls lake drunk ends boat impossible position angie harmon put pitiful performance kate made worse spacetime continuum rupturing dialog appears written last minute fifth grader example would said flashlight stupid manner shows threshold much human body cringe snaps half finally editing movie far bizarre horrific ever seen like cameramen bunch chimps given camcorders scientists example would suddenly get closeup headlight alexs car would bet little time spent editing movie ending absolutely pathetic writers obviously trying create sort mysterious plot line made viewer say oh yeah instead were left view dumb painting spider somehow fits story line unfortunately one perspective millions could save movie festering piece crapbr br i give fact movie recorded film instead becoming picture book
positive,insightful psychological thriller footprints stylish example s powerful italian film makingand luigi bazzoni wrongly underrated director visually amazing auteur movie develops unusual plot incredibly suspenseful atmosphere never disappointsespecially sad dramatic finale florinda bolkan delivers excellent performancerich nuances touching sensitivitybeing able portray dark lady fascinatingbut also painfully real tragically lonesomebut cast treatas well lila kedrovanicoletta elmithe mysterious kid beachitalian screen legend caterina boratto stunningly beautiful b movie queen evelyn stewart brief haunting role protagonists friend klaus kinski surprisingly disturbing cameo peculiar notice incredibly well done movies like footprints were vittorio storaros moody creepy cinematographystylized locations setsnicola piovanis haunting score first storyso intense disturbingso intelligently layered structured thriller fantastic elementsbut especially soul personal vision wish movies like footprints would forgotten wish movies insightful personal today back ss yesi wish somebody soon make digitally remastered widescreen dvd little masterpiece
negative,home weekend bored lack move absolutely nothing better life next couple hours could enjoy making fun movie acting script general movie making film actually bad makes possible actually sit this defitnly movie would show high school health class teach dangers premarital sex could also show teach dangers lame music rock band brian austin green really terrible think thats much greater threat society unwed parents
negative,topical certainly entertainment probably removal shred viewers common sense reality much made planetbr br how thousands people supposed died result metre wall water city liberally littered buildings excess metres high quite beyond me carlyles line effect how could anyone survive that shot shows forests buildings several floors water completely laughable further someone commits area under water one cylinder air enough ie going die use simple expedient taking one cylinder clearly writer thinks people stressful situations cannot count beyond one one cylinder one floorbr br rather watching tripe would informed entertained throwing dvd away reading pricing information cellophane outer wrapperbr br pitiful truly pitiful terrible waste onscreen talentbr br as sexist propaganda suggesting women see problems illuminate solutions effected expendable men yet pc tosh small wonder first blood delta force navy seals movies little merit always following blatantly politicallymotivated bilge peddled
positive,success first two godfather films respectively francis ford coppola embarked ambitious attempt bring home reality war vietnam concluded fall saigon vietcong plot loosely based book heart darkness story joseph conrad kurtz trading company agent african jungle acquired mysterious powers natives coppola retains much this including details severed heads outside kurtzs headquarters final words the horror horror br br in film sheen plays army captain given mission penetrate cambodia eliminate extreme prejudice decorated officer become embarrassment authorities journey river renegades camp experiences demoralization us forces high dope drunk power br br although result cuts forced coppola film accused incoherence first released serious attempt get grips experience vietnam victorious reinvention war film genre film oscar best cinematography best sound br br apocalypse now rereleased fifty minutes restored result motion picture seen epic masterpiece
positive,eddie murphys stand women audience yells eddie man audience responds said is women mr rob this character saturday night live man responds shut bitch unlike previous post saying women yelled gumby incorrect although poster said must hearing problem despite poster says able dvd close listen actually hear dvd mr rob hope helps anyone curious outburst cheers gaz
