sentiment,review_lemmatized
positive,energetic entertaining ten minute film I ve see long time film student nyu short screen several time salute jim cox astute sense style pace generation I m sure ill see name later big screen hopefully short will find market tv somewhere inspire work can get wide distribution des
positive,take crook joint seem exceedingly difficult take joint crook we ve see kind character kind situation and since movie like bob le flambeur elevator gallow touchez pas au grisbi anderson tape etc many time mention help make one one notable of course heist itself play wordlessly real time demeanor lead bogart would think twice cross guy ironic end perfectly suited story it almost demand it around one well film noir
positive,series cut rest tv detective series day somehow find audiencebr br the idea blind detective may totally new add much story could forget pax beautiful guide dog seriesbr br whilst story may better average series setting new orleans act music I note comment music score comment I remember clearly work make good television series even betterbr br well never know one day paramount might dig archive release dvd
negative,mother young child say grow many reincarnation scooby feel well position comment historical current version scoobybr br if family see episode prior shaggy scooby get clue may enjoy light weight nothing special saturday morning cartoon essence problem current format light weight longevity old scooby gang I m sure may succeed quick monetary return I m sure long term buy old young real danger lose year old son see new version really disgruntle without prompt say look really badly animate anything like last serieswhere youbr br scrappy doo anomaly still infinitely well this let hope get clue apropos reference producer
negative,yet see anyone slate film think may firstbr br it awful actually watch end it like watch boring soap really good one all soap crap actor poor storyline bad person rate idea about script awful people angry conversation together involve threat expect good guy say thing really good beat crap no say if hurt you hahahahaha comedy thing watch away please watch film crap br br summary poor act bad fight bad scriptbr br do not watch course opinion
negative,watch little man spend run time try figure many plot hole that s good sign film suppose comedy suppose laugh probably not br br the main problem little man concept far ridiculous accept even cartoonish comedy loud laboured top joke kick make whole thing seem ten time stupider already isbr br but comedy might scream that s true that s excuse dumb ploti mean come think see baby grow man face least bit suspicious calvin want hide diamond badly put nearby shelf instead random woman hand bag qualified doctor recognise calvin grow man mean seriouslywhat br br its plot laugh might scream well here thing see hardly laugh little man make dumb ass plot stand more br br if really want watch wayans brothers comedy belief suspend plot stick white chick least decent laughswhat ever steer clear little man
positive,rarely film capture intense drama emotion make film unsettling drama feel real almost hard remember movie far madeline stowe alan rickmans performance career film almost feel like theatrical production way stage light bad thing movie difficult get copy it yet see laserdisc truly powerful film deserve digitally remastere transfer special edition treatment dvd really good
negative,scene train realistic many depict military instructor exnazi type obviously people write screen play either antimilitary type write film audiencebr br i viet nam vet and even period military instructor behave manner would probably still serve time military prisonbr br and really love scene hero buddy both private sit captain office smoking cigarette talk cuss captain buddy sort thing never happen train formal situation purpose scenebr br at end ask myself what film about seem wander around place focus except I hate authority thank god get library pay rent it
positive,filmmaker make rather boring everyman story look interesting complex focus wife back home time be expose truly original existential french loner br br the film documentary hardly ever feel I ve experience something that s accidentally profound make profoundbr br film visually interesting interior moment absolutely love journey filmmaker take on quite lot europeans credit hopefully pbs screen reach wide audience usa
positive,interesting big twist big shock maybe hope date get mind work really got think world without vegetation livestock make appreciate world live lot more charlton heston good job support character realistic film surprising lack direction time lot setting background need explanation still surprisingly good intelligent movie main fault could find want film end do would like see happen nextbr br
negative,ok word cheesy cheesy cheesy redeem feature movie dean cain cheeseball supremebr br the movie promise concept underground lab create real live fire breathing dragon basically give we jurassic park meet reign fire great possibility follow through special effect decent even though know dragon cgi horribly look like cgi br br I lie blame dean cain although one producer i d lie blame phillip roth director writer job make film and unfortunately fail
negative,definite no resounding no movie absolute dudbr br having recommend friend much that sort thing watch movie anticipation inform change move alter uplifted positive mystical thing could happen suddenly see truth may sound like someone already predispose poopooe anything deal metaphysical metaphysicalphysical boundary existence believe I person try open presentation decide accordinglybr br in term content thing find mildly interesting informative bit peptide emotion addiction cellular receptor unify element could find documentary part film rest documentary ramble around several topic never seem unify cohere try tie conclude point stuff native americans able see ship columbus come in tell authority film happen too compare scientific work do visual cognition the famous gorilla video example visit visual cognition lab university illinois site may convince point make here however seem like unsupported mystical mumbojumbobr br as film one film two find documentary part mildly interesting hear people talk talk I annoyed credential present bottom screen speak least initially find story part movie matlin annoying disjoint intrusive nonrelate downright stupid bit polish wedding dance least bite funny laughable ludicrous sophomoric stupid find use word pollack offensive seem place wrong usage okay member group use pejorative term refer group member group may okay make point seem use way here case care reason offend I pole never call refer ethnic background pollack certainly like like other do watch listen bigote conversation term use betcha seem case here seem place unprovocke unmitigatedbr br the act abysmal elaine hendrixs performance totally unbelievable time seem like read line give she marlee matlin part seem sleep walk whole thing perhaps baffle material know be suppose portray disillusioned druggedup anxietyprone malcontent seem click far world bad hendrix all find disjoint poorly act piece claptrap
positive,opportunity see film debut appalachian film festival award good picture film brilliantly do excellent cast work well ensemble favorite performance youssef kerkour justin lane adam jones also great effect dragonflie cockroach surprised find film do small budget writerdirector adam jones believe also award write excellent job direction audience love movie cross eyed keep laugh throughout movie definitely must see
positive,unique time one great science fiction film time make without cgi lean budget today adjust figure stanley kubrick make film without high shooting ratio normally have stanley kubrick without doubt great director history thus farbr br this film cut five hour two hour twenty minute art direction superbbr br stanley kubrick great aurthur c clarke collaborate write time less classicbr br alien special message earth dawn human kind one moon modern man find br br finally human accompany advanced computer ever make set jupiter find next monumental message turn gatewaybr br any one study film andor wish part film industry enjoy great film must experience film br br if like belong bollywood true aussie
negative,think agree lot comment must fake even movie necessarily bad definitely average dark remain basically ghost movie premise ghost bad emotion haunt you movie start already story loosely interwebbe even later tie together couple lose child find slash bed move country house flee past guess what house haunt kind of dark remain start slow scary moment indeed the first ghost appearance nice flashlight sequence also work good ok then woman see ghost daughter ghost people die accident suicide appear man try solve secret house past woman get depressed strange neighbor appear pretty much there premise emotion nice wait twist twist confuse haunt house history story strange neighbor totally pointless creepy prison dead daughter throw together photoidea remind lot the shutter end ridiculous start end movie slow piano music pretty lame include hoard ghost look like zombie flick course return slow pacing piano music br br to make short dark remain could nice scary ghost story script trying go everywhere arrive nowheretoo many story mush together make sense contradict basic atmosphere movie beside please never use abandon prison again wear case even make sense all hey creepy prison uphill let shoot there guess lot ingredient dark remain throw mix like this
positive,dirty dancing think everyone see movie one time another remember kid love movie watch without tire itbr br now I m little old buy dvd recently still disappoint performancebr br swayze grey create atmosphere movie even though claim get along chemistry movie unbelievable movie proceed suck relationship believe every single one action br br the soundtrack amazing music add romantic mood movie add relationship baby patrickbr br the last scene make movie ever forget famous line noboby put baby corner song perfect dancing amazing br br I would recommend movie anyone age fun movie anyone enjoy
positive,one bleakest harrowing bergmans film I ve see also think one powerful film ugliness war human soulsbr br the couple musician leave big city remote island make live farmer find capable unspeakable shameful act would ordinarily impossible even imagine struggle survive horrible reality war betray soul friend even desperate attempt simply survive another day liv ullmann max von sydow brilliant usual lose confuse terrified couple got catch midst civil warbr br
positive,catch movie horror channel quite impressed film gothic atmosphere tone big fan thing vampire relate always happy see new variation vampire mythos case ghoullike creature reside lovecraftian dimension director do brilliant job convey dark mood subject use decadent art scene backdrop essentially tale love span time space pure love friendship oppose lust blood life vampire story character story transport another dimension mean mindaltere substance shapeshifte vampire creature appear grant heart desire whilst drain life essence analogy drug addiction loss control affect group friend artistic circle enjoy watch main male character story chris ivan cevic alex petrovich attractive hunk always plus point vampire story female viewer special effect make creature effect well do set design vampire dimension effective all enjoyable take vampire myth recommend anyone like vampire intelligence action thing miss make even well would bit eroticism nudity would suit plot theme
positive,see show like oc all br br first all oc center around teenager parent try get life north shore hotel staff try run hotel social life time second oc take place california north shore take place hawaiibr br and would fox make show like one show network think great show good actor part good storyline plot like event happen people take care work out recent episode surprising story work out predictable like story show br br I hope fox keep air
positive,true story spanish paraplegic ramn sampedro fight decade right euthenized film along good picture winner year million dollar baby cause stir year depiction disabled person desire death advocate disable unfortunately disability advocate conservative prolife group protest film oscar nomination nomination also come entire terry schiavo debacle put historical perspective protest especially disability group million dollar baby make sense film clearly depict without waver life paraplegic worthless film central character maggie fitzgerald become paraplegic seem get counseling whatsoever help whatsoever immediately want die film be honestly pretty dumb uncomplex sea inside base true story certainly lot thoughtful subject likely get railroad category million dollar baby without protester even see it incredibly common phenomenon film give time many different side argument immediately declare wish die protagonist protagonist alone guilty couple crime though I d still understand disability group could problem it first foremost there s protagonist meet paraplegic bishop look kindly way he s depict orally operate wheelchair depict absurd there s almost comic sequence effeminate boytoy servant drag he chair stair can not even reach room ramn locate one boytoy force carry conversation they think gee maybe ramn live slightly wheelchairaccessible household spend entire life bed might find life fulfil who know closely film depict reality director amenbar the other also include laughable scene try make film suicide lifeaffirme like crosscut sequence ramn look thoughtful lawyer baby bear besides ugly moment film good hurt someone may want die ability bring much joy insight live other however end life belong we right choose film strong asset support character actor play they depict ramns fight decision affect around beautiful precision family member particular great ramns final departure absolutely heartbreaking tear favorite performance film come lola dueas also feel give well least certainly undervalue performance almodvar volver last year
negative,enjoy film various kind quality whether typical standard hollywood action movie oscar season tearjerker movie meet certain standard almost always enjoyable mebr br in soap girl receive nothing confusion first meet maya massage parlor worker seem attract customer parlor virgin poet name harry come one day fall love that various twist turn throw plot seem lead nowherebr br although many comment controversial issue asian prostitute exploit white man keep mind film make asian director want bring light issue whether succeed matter issue hand whether movie enjoyable notbr br for I soap girl fail meet standard expect movie hard get involve emotionally movie give loose plot mediocre acting bad seem director want make drama tone fall towards comedybr br a movie soap girl fail trap magic cinema always leave bored throughout movie help think what really about movie answer question make not end empty push captivate audiencebr br grade dbr br
positive,pretty good thriller nuclear power plant southern california direct james bridges stars jane fonda jack lemmon michael douglas fonda play tv reporter want investigative journalist allow tv reporter douglas independent cameraman lemmon supervisor nuclear plant fonda dougla send routine assignment nuclear power plant accident almost happen get film everyone try cover except fonda douglas douglas steal film lemmon start investigate find company care profit safety plant good movie pretty good ending
negative,film horribly act write direct produce campy actually semiwatchable that s semi watchablebr br the storyline what little be make virtually sense whatsoever barney drum character real comic relief movie get tired second br br many canadian support cast find tv commercial none go anything else I m aware of course sly stallone even less talented brother well br br trivia film almost entirely around little village claremont ont about mile neast toronto recognize many local landmarksintersectionsbuilding think drivein scene film demolish oshawa drivein tear down
positive,recall see film tv year ago pay full attention maybe even miss first half come conclusion dull rate decide revisit last night see miss anything first time certainly do one disturb amazing film time clearly much influence film today probably forever can not believe think film boring br br a young jon voight burt reynold give performance career support ned beatty ronny cox story leave sense disgust dread long watch it truly horrify oh mention theme song great well well be movie see movie fan everywherebr br everyone see movie experience expect picnic
negative,noble effort guess ultimately poor one see film feel bartleby scrivener unfilmable see it still do unfortunately think read story understand go on upset film needless revision update move new york london even superb talent paul scofield can not salvage look like well mean misguided effort film melville metaphysical classic
positive,frank langella steal heart everything ever in love watch he yrs old see first timei eagerly await everything hell act in hopefully one day see person he s hypnotic mysterious voice command strong attractive even absolutely stunning opinion great actor I ve ever see adore dracula along lot girl there god create womanhouse djason argonaut many more think genius can not wait see good night good luck
negative,surprising misfire usually reliable larry cohen god tell too q etc full moon high try hard funny fail miserably even decent turn ed mcmahon kenneth mars alan arkin look embarrassed throughout performance son adam simply look numb make teen wolf look like comedy classic
negative,normally try second guess crime thriller clean entirely predictable samuel l jackson play character tom cutler along profession create interesting twist begin film however it without even think knew plot would take within minute already figure killer be rather trust see several film make turnabout watch completion disappointment right beginningbr br the cast character good well act jackson harrisexcept eva mende start gate play believable character correlation script ruin entire plot soon maybe direct mishap weakness story itself role ann norcut show emotion distress situation build around she would ve make buildup bit compelling end dramatic nevertheless clean watchable memorable I ve see episode csi thrill this
negative,lbs obviously self indulgent programme stanley tucci producermoody deep doctor unlike house absolutely personality unlike grey anatomy brain surgery case aret even interesting programme suppose set lead centre neurlogical case yet there s nothing interesting exciting go on even call pathetic feud rival add anything show neither hallucination pilot brief glimpse leadss social life father snooze boring pointlessbr br this show pantsthere glut medical drama around moment nothing make stand special
positive,thing know film prior see robby robot preconception another long line cheesy scifi flick s note for wrong be big studio big budget big production value make strong contender least visually good scifi film come era qualify word visually war world lot darker scary forbidden planet probably fit mold well foray alien territorybr br what impress immediately color rendition cinematography follow intricacy scope detail involve dr morbius walter pidgeon home laboratory prelude ice cake labyrinthine underground serve krell stronghold appear krell technology even advanced say star war make consider audience movie back release probably sit kind awe theater goer experience sw alien watch large screen tv living room offer effect I m fairly resistant hyperbolebr br its much stretch imagine forbidden planet direct antecedent star trek tv series gene roddenberry state movie great impact vision show follower short live series readily recognize plot element use turn star trek double take man united planets cruiser cv head transporter room conundrum present robby create impossibility respond element use least two three time st seriesbr br where movie definitely take cerebral turn whole idea monster i d morbius use subconscious mind defend altaire iv certainly unique concept every scifi flick time deal martian grotesque space creature film work subtle magic viewer helping understand morbius protector altaire iv time commander adams leslie nielsen explain itbr br you know look calendar year far off movie may one actually get right relative explore living planet think though they ll come sleeker look version robby
positive,boy adore maurice richard montreal canadien receive much horror toronto maple leafs sweater mail recently watch class student interested hockey nearly everyone know maurice richard torontomontreal rivalry highly entertaining amusing accurate
negative,three minute thing start fastforwarde pause nudity why bad movie always include good look woman ten minute do wishing could get money back rental store people write movie sanctioned mpaa come writer bad guy always get car bomb activate good guy remote control that s way do since day ottoman empire also add insult injury twist end formulaic could come action movie write past year burt reynold fine concentrate real moviesbr br this movie waste time run away run away
negative,trifle romantic drama direct clint eastwood love relationship grows comely hippie kay lenz los angeles real estate agent golden year william holden surprisingly affable within highlyconcocte arrangement script slight without thoughtful passage still scenario middleage clich picture come puerile may work much well different lead holden lenz match well her stature slight seem tower she make intimate scene less stirring simply uncomfortable dated blurryromantic mostly unmemorable
negative,ha ha first never see dimension film real treat know primarily super low budget horrorslasher film beowulf exceptionbr br however video style ultracheesy miss kraft label sidebr br consider anachronism something place timebr br we have candle armour swordsbr br yet see telescope sole shoe cigarette lighter loudspeaker electricity body bag aluminum foil tin spoonsfork br br not bad something take place like th centurybr br this horror film horrible film laughable really comedy make look like horror film stop laughingbr br christopher lambert the highlander series must really take tumble career he s work dimension filmsbr br I ve learn lesson though ill look film studio video lot closely nowbr br rate reel five want good laugh though hard pass piece workbr br this move cleavage spot especially like blonde bimbettebr br waynobr br
negative,writing review watch several month agothe trailer looked promise enough buy lame excuse movie complete jokeand literally spit face real classic early generation horror like texas chainsaw massacre even gall compare back cover art producer play brandon go flip burger serve greasy hamburgershell might even good either light bad bad bad big annoyance film even see actor face sometimes even remember rest cast member sad really bad never anything impress make memorable that s time waste review please stay far away pile junk even get cent buy piece gum least would keep entertainedbr br if want good quality low budget fun far well this check jeff hayes filmbecause take talent make horror kid itbr br I give star cover artthat thing worth like abut call filmbr br rick blalock
negative,film struggle actor trying find satisfaction life especially love taste yearsbr br it basically film feature man poor social skill say wrong thing time plot hollow contrive main character james lonely theme loneliness adequately explore like empty statement subplot stem from sadness disappointment dump superficial serious lack emotion filmbr br it funny comedy either funny one liner it lack happy uplift atmosphere infect people happy mood find I want someone eat cheese with funny
negative,write review simply huge fan book prozac nation appal filmbr br I think read book would lost watch film provide real back story wurtzel depression real mention childhood her relationship father experience summer camp first therapist in fact film give impression never therapy dr sterling say read book would confuse amount editing take placebr br I find book vivid portrayal depression highlight wurtzel low point experience along way film however begin harvard literally throw audience straight real explanation go onbr br event that book important such wurtzel miscarriage summer work dallas suicide attempt whilst prozac omit filmbr br also pedantic wurtzel lose virginity noah suicide attempt show sterling office completely different book start actually overdose mellaril oppose parasuicidal gesture show filmbr br all all would say read book enjoy itidentifie it watch film read more now again by author instead watch girl interruptedbr br the redeem feature performance anne heche believe portray dr sterling well christina ricci also good though performance seem little stilte jessica lange make enjoyable viewing look opposite wurtzel mother describe bookbr br conclusion bother
negative,quite possibly francis veber one good comedy director world at least stick native france manage turn film completely unwatchable beyond reason mere mortal man discern character unlikeable film utterly devoid even low form wit genuinely physically painful watch endless parade inept write act filmmake can not believe work experience talented filmmaker neareternity spend cut room shelf blinkandyoullmissit theatrical release tell whole story think
positive,watch lot vampire movie know vampire movie hammer film always favorite christopher lee always good dracula br br vampire effect fun movie begin end dub great also like godzilla movie use badly dub movie anyway like movie much sfx great even though jackie chan part movie nothing plot seem add sell movie enjoyable it fang work excellent act great could something bad dubbing maybe actual language would sound well movie could understand it sure movie go wind sound bad another languagebr br I dvd would part with sit bookshelf next hammer film dvds
positive,great movie like ning climb get ink skeleton chase he luckily dodge they open window even notice they xiao qian pretty too stuck needle wus butt hysterical say love great thing earth stand two sword great too also part eat bun watch thew guy kill many people see chant poem run escape wolf love scene romantic xiao qian ning look cute together add comic timing giant tongue u horror romance comedy once mention superb special effect s
negative,see movie turn pretty lame mention user review one thing bother southern accent character have take place wisconsin south mention review ed geine big dude guy play jason leatherface portray himbr br I fast forward many slow part br br hopefully someone homework ed geine town make accurate movie
positive,batfilm batman return favorite beautiful dark funny film one tim burton good work although much violent dark batman creator bob kane envision many year ago michael keaton reprise role avenger gotham city time he s two deadly foe danny devitos penguin michelle pfeiffers catwoman great cast film score danny elfman movie take we adventure batman battle evil force trying take gotham city christopher walken make great appearance max shrek shrewd businessman evil scheme sleeve course michelle pfeiffer one steal show component film blow away reason go movie get everything really shame tim burton get direct sequel think franchise would still go strong today batman return awesome experience fan like cool movie
positive,one good kitchensink fantastic view london invaluable snippet work class life s loachs eye seem capture everything yet make judgment taste thing come kes riffraff sweet sixteen serve cinematic social history britain carol white completely convincing love her fancy her want take care her hold head selfdestructive decision still follow vain hope well back terence stamp fresh the collector also catch the hit plethora english faces look young pefectly set donovan dulcet tone stamp sing yellow color lovely scene end say get well ai not song also use the rule attraction think watch carol white screen mum get ready go get bloke put false eyelash sound rosie radio priceless treasure anyone around time reminder good life england incidentally soderburgh use clip poor cow the limey
negative,I view movie last night think ever think actor involve movie stick back mindbr br the statement think good bad thing mean every time see tom cruise demi moore movie think a good man good thing now every time see ron perlman kristy swanson think tinseltown bad thingbr br I pick thinking might something intelligent least make chuckle arye gross aforementione swanson perlman think least bad could tell movie make budget size wheeling indiana where exactly maybe use every dollar make good movie wrongbr br this movie funny entertaining sense either word last excruciating slow minutesbr br the character paperthin almost care none character since lead two struggle hollywood writer dream two struggle writer dream write need know they okay two real writer know onscreen version themselves figure audience even think character development except try tie story back gilligan islandbr br the plot unoriginal two guy live storage center one store bed twenty people live there too rest story contrive stupid see national lampoon favorite deadly sin second story joe mantegna television writer can not find good story make tv movie about create one substitute television writer screenwriter morph mantegna annoying actor half age take away comedy moviebr br the actor try kristy swanson movie maybe minute still give good performance movie still hot would help would actually star movie instead constantly make cameo everyone else think actor fault bad materialbr br go watch national lampoon movie stay away movie
negative,film bad film gain nutritional value recommend watch back back rosemarys babybr br there lot learn see different director draw different performance actor play character observe minnie castevet ruth gordon fine work first film vs awful rendition filmbr br it also interesting see character play different actor lead wonder anyone involve sequel aware first film watch rosemarys baby make thisbr br if interest film purely superficial would well avoid one lot say film really want go there
positive,watch come little late glad watch sequel togetherwhich make compliment maker flick give pure basic treatment idea romanticism marginally separate idea relationship lot write movie already would appropriate highlight portion movie personally lovedbr br I think point jesse celine make phony phone call respective friend shrewd way tell mean journey even extend hrs curiosity two people think make infallible impact smartly deal withbr br on plot front make romantic story work pure conversation easy job accomplishbr br I believe romantic flick flavor character clearly design even writer director mind actor bring become right wrong even idea bearer would find difficult justify become character life actor give go beyond instruction storyhere actor right job kudosand sunset another feather make one even beautiful
positive,I ve always fan jackass well viva la bam wildboyz fan something expectation high whatever hero might star in there s one thing I ve learn expect lot people simply love watch listen to never expect much cause time get disappointedbr br although hear jackass come up think not even turn expectation movie result sit today ready laugh also ready say end well ok I m little disappointed wrong I every single member jackass crew bring movie way first one show one crazy ass stunt other make whole world see there s nothing will not try harm that s love cry eye laugh first minute till last second movie time even shout laughter able control myself stunt stunt prank prank hilarious comment flow simply get well this amazing start till end guarantee make laugh ass off I ve get two thing leave say watch it please god let jackass guy clearly lot offer
positive,would say bride chucky return greatness series never really great good be throwaway think th installment equal even well first movie contain good subtitletagline chucky get lucky do role jennifer tilly thoroughly rejuvenate series jeri ryan star trek voyager tilly create presence add much needed humor backstory drama tension great little sidekickplaything chucky much like feature can not get credit prop watch first minute horrorhomage write inside joke again open pinhead chucky line great in fact this movie would take sequel justice among other mercifully chucky series give andy hide soul quest settle new way body team ex tilly transfer bride doll couple bonnie clyde teen really heigl regain pendant bury chuckys human corpse chucky fan s slasherhorror fan even who s never see previous child play film funny dark harmless gory top despite tilly literal minute screen time always great see she all barely see play poker anymore side note course pick superman reference hackensack nj
negative,heist film jean reno matt damon laurence fishburne sound great paper suspect must do someone green light production movie end product terriblebr br the story dull action boring and film minute seem drag on could feel life slip away sure something well do paint watch dry somewhere perhapsbr br sigh i m huge fan jean reno earth thinking sign this many great action movie around go watch one let movie well forget
positive,really like movie totally remind high school day soundtrack awesome huge nic cage fan favorite movie in love storyline total love story odd kind thing think anyone graduate early eighty see movie totally bring back memory high school I
negative,movie bottom raptor be without doubt bad movie see fifteen year life never witness catastrophic mess this absolutely everything awkward cheaply donebr br nobody cast give somewhat decent performance dialogue utterly incoherent humor anything humorous corbin bernsen painful part whole thing can not help cringe recall line like in out bad cat your lady friend good poker player reveal handbr br the raptor joke even could make realistic dinosaur effect filmmaker shamelessly do insult actual velociraptor dinosaur matter that kill scene gruesome even I seriously think animal would rip victim shred throw piece ground make everything look gory besides blood gut useless see death come mile mile awaybr br I big fan jurassic park movie dinosaur maybe filmmaker anticipate anybody shre intelligence sense disregard bad filmmaking stumble upon movie hbo late night like do could say one thing anybody involve film would quote dr alan grant first jurassic parkbr br just try show little respect
negative,common practice film repression somewhat muted style tone there s difference however use restraint encourage narcolepsy among audience member the secret live dentist star campbell scott hope davis director alan rudolph play close vest possible result film never amount much beyond rumination tooth metaphor marry lifebr br scott give fine performance role david hurst dentist marry another dentist davis rudolph set dynamic relationship quickly completely absorb daytoday duty parenthood quietly disillusion frantic family life ratchet tension scott may may witness wife another man point on film focus whether david go confront wife dana possible adultery whether beat punch leave good time time david treat visit imaginary friend form former patient play denis leary borrowing heavily brad pitts tyler durden fight clubbr br while enough uncertainty dana infidelity davids instability warrant examination last two third film embarrassingly empty theme narrative instead rudolph create drama nasty fever travel slowly hurst family culminate pointless hospital visit film climax film never pick hint david really capable dedicated family neither spend much time look danas precarious balance act family life other fulfil ambitionsbr br by choose spend majority film worry fever go awry rudolph kill momentum film time fifth member family show sweat sickly film use good grace scotts wellmeasure performance david dana end retracing step less cathartic finale nothing build last hour conclusion seem awkward patchedon the secret live dentist take common theme nothing improve upon it altogether disappoint unimaginative film
negative,series inspire kolchak ironic x file first attempt vampire episode land squarely ass always puzzle risk sound like dreadful han keller I ve often wonder I m miss point story feel like jigsaw piece match box result spend cosy evening fire try match sky really sea incomplete feeling remains matter many time revisit episode matter much attention give it know review put danger drag whitby teenage vampire who ll drink blood listen bust that s risk I m willing take I ve always werewolf man myself
negative,foolishly read back dvd cover movie good buy year ago say myself seem funny plus michael clarke duncan lose proceeded pay plus tax it take friend house stand aghast poorly write act wooden performance abound hilarious outstanding performance promised never seem arrive minute hung head shame knowing could never get minute back literally almost cry well could consider comedy want believe movie anymore friend constantly inform friend horror movie point need see understand bad be holiday season year watch want watch alone next horrible mistake watch become angry begin yell movie I m one talk movie period everyone know even glimpse movie agree bad they ve ever see sense humor sick twist often offend friend could save movie even fact movie bottom list imdb astounding fact rating at time write crime humanity
positive,good film rainer werner fassbinder make successful least one lead director new germany wwiibr br hanna schygulla magnificent cold calculate maria bruan lose husband war find take american soldier lover lose go jail she find agin end day half marriage disappear long time together endbr br such life thing come go well can give adjust way think survive even though maria adjust thinking do never stop love hermann make end tragedybr br excellent drama
positive,recently start watch show say really make laugh appreciate unrealistic aspect it along everything else people say show realistic reaction dead among thing going accept ned bring dead back life accept completely crazy bit show help smile every episode watch really think great show take strange subject really make great watch absolutely love narration think add extra bit wonder whole show can not always compare old show writer new one take everything entity definitely give chance enjoy ridiculous part be
negative,victor jory never become major star well know later character role early lead handsome excellent actorbr br his love scene loretta young romantic adventure thriller passionate kiss look real modernbr br vivienne osborne standout also play woman reputation character good heartbr br the print see clear joy rare movie like turn up be sort watchable condition still intact nothing truly special one willing sift movie era similarly intriguing title one likely find suprtb movie
negative,hardbodie harmless aimless plot less would add brainless list moviewithinamovie gimmick although do well helps narrowly escape label scenery change california beach greek island return cast member first film sorrell pickard the bearded guy roberta collin who one point fall mud pit bring back memory classic catfight pam grier the big doll house actor new apparently brad zutaut suppose play character scotty grant cramer hardbodie sequel lack energy appeal first movie come close match hotness department either course brenda bakke fabiana udenio pretty teal roberts cindy silver kristi somer team unbeatable hardbodie bad kind mean want see one movie original one get
positive,film great love way mix dark humor drama time think possible way could laugh situation present yet experience surprising giggle wonderfully act great performances sigourney weaver jeff daniels emile hirsch well write stylish surprising ending I m one say everyone like much do give chance rent it dvd great special feature include fulllength commentaries director dan harris emile hirsch one sigourney weaver give interesting information film hope comment helpful enjoy movie
negative,cage another one low budget buddy action flick produce s thank large part due film hrs lethal weapon one star reb brown lou ferrigno former vietnam vet happen run local dive bar reb take care lou save life nam lou shoot head pretty soft although he s huge lou brain child one day ruffian throw wait around bar lou rebb beat tar they payback mother crash bar leave lou reb nothing two thug come picture one them real nice guy plan mindbr br the film waste time maybe go way make hard core action flick instead try tone gruesomeness situation perhaps could work alas audience leave hold bag oh well bad element great bmovie well luck next time guessbr br not recommendedbr br xxx
positive,no nothing sitcom seinfeld eccentric hilarious character cosmo kramer reality kramer vs kramer fine drama movie without doubt one fine kind one great movie ever I m glad oscar apocalypse now really deserve glorybr br kramer vs kramer excellent film well make perfectly balanced change anything way nothing wrong film filmmake high quality stand test time too look date also cultural impact longlaste realistic story remain significant come timeless classic make movie like todaybr br this movie dramatic realistic simple brilliant intense powerful sweet even tragic depressing sometimes yet fine humor well special effect care movie place discuss thing movie like this thing would pointless absolutely unnecessarybr br the story interesting actorss chemistry perfect actor great main one good dustin hoffman brilliant actor great performance ever lovable distant workaholic ted kramer meryl streep great teds wife joanna cute little justin henry terrific loving sometimes stubborn billy son ted joannabr br the soundtrack instrumental wonderful opening song by guitarist frederic hand brilliant rest soundtrack mostly antonio vivaldis classical music simply dazzlingbr br this motion picture also incredible development character see character ted kramer workaholic become amazing father leave choice take care son try adjust new responsibility job leave wife joanna this ted learn beautiful thing life also realize though life be problem job return joanna want custody son even joanna change well end unexpected surprise one see first timebr br this movie also though thing courtroom scene te joanna face brutal character assassination unleash lawyer another though thing see poor billy fall jungle gym toy a plane get seriously injure face again scene well make come next intense father run quickly cross numerous block ignore traffic take son hospitalbr br overall movie good lesson lifebr br this definitely top
negative,grow basically spin much else original nickalodeon rugrat cartoon feature baby tommy pickle chucky finster lil phil deville angelica susie later kimi chuckies sister dill tommys brother grow rugrat think great cartoon excellent humor nice story show creator klasky csupo obviously original creative concept adventure baby new show grown try recapture magic original cartoon disappoint see it find allgrownup chuckie annoying whole preteenactingmaturetryingtobepopular apply unfortunately all character dull wash out still funny scene joke new series interesting artist would make whole baby gang rugrat look ten year age original show overall show fair watchable a diehard fan rugrat b never see original show c preteen nothing do d bore somehow force see show show good compare old rugrat episode quality humor everything else
negative,movie promote everywhere spain huge publicity campaign watch it realise someone steal money paz vega horrible carman she s natural look like she s make fashion magazine cover shot the good andalusian woman can speak basque fluently leonardo sbaraglia much well jose story slow plot do not work screenplay really badi think penelope cruz the film write herwould much credible sexy carmenbr br what waste time money
negative,warningi advise anyone see film yet read commentbr br when first start watch movie expectation vampire movie go awesome consider rodriguez tarantino help make film begin minute already hope movie drain shock I first story go appeal anyway possible flat boring uncompelling point want turn off get frustrated movie drag on guess hope would get well finally show vampire blow mind bad way thoughtokay movie start backwash horrible story two criminal slowly turn vampire movie think go begin like last minute add that try make main character cool awesome mean around end they re not bunny would ve intimidate character movie horrible piece crap dusk till dawn disgrace leave terrible taste mouth dishearten thought head leave body unable move horrible shock waste minute life away horrendous film understand george clooney quentin tarintino cheech marin danny trejo good honorable actor be could take part useless filth opinion dusk till dawn one bad movie ever make suffer eye on see it yourelf great favor
